Water_Depth_cm,Soil_Moisture_%,Tank_Level_%,ET_mm_day,Rainfall_Predicted_mm,Crop_Stage,CWR_mm
12.92,98.5,40.1,5.51,0.0,1,29.33
16.0,92.7,18.8,9.61,0.0,4,7.25
3.63,94.7,82.1,5.97,18.97,3,0.0
0.11,54.9,68.8,9.26,0.0,4,168.93
0.0,71.0,43.1,6.06,17.16,5,0.0
0.31,83.2,52.0,4.01,0.0,4,166.88
0.1,53.9,91.2,5.5,8.66,2,49.0
12.17,94.1,40.5,6.51,0.12,1,37.66
2.03,93.2,57.2,6.52,9.54,3,7.87
1.55,95.9,60.1,6.97,0.0,2,24.45
0.0,75.1,63.3,8.94,10.49,3,0.0
3.9,92.2,60.8,4.62,2.09,3,6.58
0.03,81.0,36.7,8.76,0.8,3,59.74
3.4,93.5,55.0,6.91,0.0,2,9.91
3.04,90.4,48.5,6.65,0.46,2,9.19
14.28,96.3,59.3,6.27,0.0,1,16.44
0.12,67.7,95.1,5.8,0.0,2,48.84
14.68,98.6,80.6,4.64,0.0,4,10.88
11.97,93.9,65.3,5.5,0.0,1,38.8
1.82,91.8,50.3,6.35,0.45,3,30.72
0.29,74.3,66.7,6.4,0.0,2,47.15
0.14,64.6,54.0,4.81,0.0,1,198.57
4.44,100.0,43.0,9.71,3.52,3,10.57
4.26,92.2,87.3,5.32,10.8,3,0.0
4.24,91.3,89.5,9.79,0.0,3,14.71
0.23,65.2,46.2,5.41,1.74,4,167.71
0.04,76.6,54.6,5.58,0.46,4,169.62
5.23,99.8,49.4,4.91,4.98,3,2.93
5.6,91.5,56.0,6.34,19.7,3,0.0
2.32,95.5,64.8,5.77,3.55,3,22.03
0.0,92.7,63.6,6.74,0.25,5,9.48
11.26,99.0,95.7,4.42,0.0,4,44.8
1.99,93.1,77.9,5.32,0.56,2,17.89
0.2,82.5,74.2,5.66,0.0,1,197.97
4.75,91.8,83.5,8.7,18.72,3,0.0
13.67,97.8,56.5,6.96,3.53,1,19.73
17.7,96.1,87.0,6.16,0.0,1,9.16
1.47,95.2,65.4,6.97,13.48,3,0.0
0.0,93.7,29.7,6.03,3.34,5,5.69
3.69,96.3,53.9,9.17,0.0,3,17.5
17.8,99.4,64.3,5.41,0.0,1,8.41
8.05,99.9,45.8,9.85,0.0,4,89.5
16.3,93.3,40.9,6.08,0.0,1,9.08
0.34,57.2,95.8,4.03,8.52,3,56.57
15.63,91.1,90.6,9.81,0.0,4,13.69
2.74,96.8,81.9,4.42,0.0,2,9.98
4.82,96.1,74.4,6.03,0.0,3,9.03
3.06,96.3,41.9,6.6,4.07,2,5.52
17.09,96.6,93.2,6.16,0.0,1,9.16
14.4,92.8,60.4,9.74,16.29,1,0.0
0.15,66.8,30.9,6.48,2.29,1,198.55
5.85,97.1,43.8,9.3,0.0,1,119.33
3.14,98.4,50.7,5.2,4.96,2,3.24
0.36,52.6,23.0,4.65,0.0,2,46.35
11.29,99.7,92.9,6.16,0.0,1,46.27
17.77,93.3,66.1,5.61,0.0,1,8.61
0.0,62.6,18.5,5.88,0.0,5,52.04
0.0,92.0,80.3,5.65,0.0,5,8.65
13.87,98.4,15.7,6.93,4.59,1,3.33
3.0,97.1,16.6,6.57,0.89,2,0.0
4.04,98.2,31.7,4.58,0.0,2,7.58
3.54,91.0,76.1,9.44,9.0,3,3.68
0.36,64.4,64.6,5.32,0.0,3,56.44
0.12,78.8,94.3,5.3,0.0,3,58.76
15.07,93.6,51.1,6.25,2.07,1,7.18
15.77,98.8,23.1,5.57,0.0,4,4.29
16.32,96.5,47.4,5.21,3.75,4,4.46
2.61,90.5,34.2,9.28,7.33,2,4.08
15.87,96.1,28.8,8.57,4.36,4,8.28
16.36,94.7,54.7,5.71,0.0,4,6.41
0.0,48.4,73.0,6.49,3.78,5,147.97
5.12,94.6,67.1,6.57,0.0,3,8.79
3.18,90.8,80.2,5.08,9.0,2,0.0
0.21,63.6,35.2,9.34,7.55,2,47.89
5.31,91.9,52.4,9.09,0.0,3,6.87
0.03,59.7,26.1,6.28,0.0,3,59.75
0.0,94.8,29.0,6.67,0.0,5,9.67
7.83,91.7,66.0,5.24,0.0,4,79.97
0.09,74.4,38.5,6.79,5.92,1,107.92
0.0,84.4,36.1,4.65,10.52,5,0.0
4.78,99.2,84.6,8.79,4.77,3,8.07
0.0,90.8,73.7,6.85,3.92,5,5.93
0.02,66.8,70.3,6.08,0.0,1,199.82
0.31,63.5,35.3,6.95,6.63,1,122.38
17.59,97.2,21.2,6.02,0.0,1,0.0
6.96,91.8,44.2,6.68,4.67,1,85.43
0.0,92.3,66.5,4.25,0.0,5,7.25
17.45,99.0,35.6,5.87,9.31,1,0.0
0.3,68.5,23.2,4.27,7.76,3,28.21
3.29,99.4,62.9,6.02,0.0,3,16.1
10.79,95.2,27.7,9.35,0.0,4,62.14
13.21,93.3,15.3,9.41,12.85,4,0.0
0.0,89.7,40.4,5.09,9.97,5,0.0
3.85,96.3,84.0,4.04,13.0,2,0.0
3.5,97.2,41.6,8.6,5.87,2,2.64
0.36,83.4,57.9,6.87,0.0,1,196.42
4.49,91.1,76.8,5.05,0.0,2,5.09
1.34,96.5,74.9,9.1,2.81,3,41.25
15.81,91.4,38.1,5.54,7.45,4,0.0
17.95,93.1,34.6,6.6,0.46,1,9.14
0.09,72.9,98.6,5.21,0.0,1,199.09
4.0,93.1,98.9,4.68,0.0,3,7.68
3.24,95.6,96.0,5.71,0.0,2,8.71
2.28,99.2,41.4,4.9,9.47,2,2.27
9.2,99.2,55.2,5.66,0.0,4,66.68
14.8,98.4,90.8,9.7,10.09,4,0.0
0.0,87.1,99.7,4.64,9.77,5,2.21
0.32,65.9,30.6,5.37,0.0,2,46.78
10.06,94.3,80.2,4.22,4.4,4,52.24
13.89,98.3,77.2,8.79,8.41,4,6.64
13.52,97.5,40.5,8.72,17.36,4,0.0
0.25,70.5,67.5,4.92,0.0,3,57.49
8.74,96.7,79.8,5.04,0.0,1,70.61
3.88,90.7,31.1,5.83,0.0,3,10.03
0.0,64.3,72.1,5.27,2.71,5,94.24
15.11,90.9,91.7,4.87,0.0,1,7.87
0.0,89.9,77.1,5.56,0.0,5,8.79
0.37,69.3,87.1,9.58,8.24,3,56.29
0.0,91.2,15.8,6.97,0.0,5,0.0
1.61,93.4,53.0,4.48,0.0,2,21.42
5.32,100.0,98.9,4.37,0.0,4,104.21
0.31,64.0,85.7,6.42,0.0,3,56.89
2.72,90.2,39.8,9.7,4.62,2,12.52
2.04,94.9,96.8,6.53,3.77,2,15.37
0.0,86.5,51.0,5.51,0.37,5,17.2
4.25,99.0,26.0,4.26,0.0,3,3.63
0.0,65.9,15.9,6.03,6.59,5,16.93
4.14,95.6,94.3,5.6,0.0,3,8.6
15.01,97.7,39.5,9.56,0.0,4,14.44
14.55,99.8,85.0,6.35,1.76,1,12.1
16.39,94.6,23.0,8.82,6.91,4,0.0
12.87,94.1,25.3,6.52,19.15,4,0.0
2.34,90.6,66.0,9.74,0.0,3,33.72
6.82,94.6,99.3,9.24,2.97,4,101.83
0.19,79.9,33.9,9.79,2.03,4,168.06
2.16,93.6,38.6,6.76,17.06,2,0.0
2.61,95.0,42.5,9.17,2.51,2,15.62
0.18,50.2,57.0,9.11,6.51,2,48.23
0.0,85.7,96.3,9.57,6.1,5,8.13
0.03,50.9,18.4,6.03,0.0,4,169.71
14.53,96.7,92.5,4.09,0.0,4,11.77
2.74,91.2,18.8,5.93,1.85,2,0.0
1.56,91.9,96.1,5.1,0.0,2,22.46
0.36,67.1,21.3,9.94,0.0,4,166.37
3.27,94.2,90.5,6.01,0.0,3,16.3
16.2,96.7,18.1,5.17,1.58,4,3.3
2.83,93.1,42.2,9.74,0.0,2,16.56
15.61,91.6,84.5,9.6,0.0,4,13.87
0.0,86.8,77.2,5.21,0.0,5,16.61
12.92,93.2,28.6,6.25,0.0,1,30.09
12.37,96.6,43.8,9.85,3.6,4,40.87
0.02,74.2,53.2,6.15,0.0,1,199.77
19.92,95.6,21.7,5.99,6.25,1,0.0
3.3,90.9,96.0,5.68,0.0,2,8.68
5.81,96.7,28.1,5.63,0.0,1,100.49
1.4,97.6,74.1,6.95,0.0,2,25.97
17.82,91.7,24.5,5.55,0.0,1,0.0
4.86,95.4,40.6,6.67,16.9,2,0.0
0.0,85.9,27.4,6.13,0.0,5,3.93
13.06,96.4,73.9,8.86,14.47,4,0.0
2.63,91.0,35.8,9.35,0.0,3,29.94
0.0,85.1,52.2,6.87,0.0,5,22.56
0.0,89.3,23.5,5.8,0.78,5,0.0
3.87,92.4,71.7,9.29,0.0,3,15.65
1.21,95.0,84.1,5.78,0.0,3,36.73
0.0,86.0,94.3,5.76,0.0,5,19.14
4.61,98.6,56.7,8.87,18.61,2,0.0
0.0,88.7,60.4,4.2,18.62,5,0.0
0.0,94.6,71.7,5.3,0.68,5,7.62
3.31,93.4,17.5,5.9,0.0,3,7.88
0.14,51.6,24.4,5.61,4.85,1,173.29
1.3,91.6,56.6,5.75,4.47,2,21.31
0.0,98.4,94.6,6.93,0.0,5,9.93
1.48,99.9,35.4,9.63,0.0,2,32.06
3.29,98.2,84.0,8.52,2.03,3,19.1
3.44,90.4,30.0,6.68,0.0,2,9.68
3.59,95.8,43.9,6.88,0.0,3,13.96
0.21,56.8,97.0,5.28,0.0,4,167.94
4.33,91.6,90.6,4.5,0.0,3,7.5
0.0,86.6,54.4,5.96,0.0,5,17.75
5.79,96.8,68.6,5.83,5.98,3,0.0
3.93,95.6,42.6,8.9,3.77,3,10.13
0.11,73.7,72.3,6.03,3.64,2,48.94
2.33,91.4,63.9,4.33,9.9,2,0.0
12.98,92.4,78.2,5.53,0.0,1,28.7
1.53,90.1,39.1,5.26,0.0,3,33.0
1.53,91.6,62.8,9.73,0.0,3,43.03
0.0,51.5,57.8,4.59,13.1,5,0.0
2.02,99.8,40.1,4.78,2.05,2,15.57
3.54,96.2,73.6,9.3,4.32,3,14.44
5.94,94.3,23.2,9.06,2.39,1,23.07
0.15,52.0,16.0,5.68,1.14,3,58.55
3.73,96.7,27.5,5.54,0.0,2,0.0
15.73,98.6,55.5,4.62,3.64,1,3.98
2.83,97.9,43.1,9.65,0.0,2,16.51
15.39,96.9,27.2,8.72,0.0,4,6.74
0.28,81.1,96.9,5.45,2.8,3,57.23
1.49,90.7,91.3,5.13,0.0,2,23.26
1.59,97.8,52.5,9.47,0.0,3,42.08
11.73,94.5,17.6,4.45,7.33,1,2.63
0.0,94.9,87.6,6.1,0.0,5,9.1
0.21,62.3,53.0,5.92,0.0,2,47.85
11.96,94.9,51.6,6.16,0.0,1,39.55
10.22,92.0,15.7,5.82,1.03,1,11.11
1.81,91.7,73.7,8.85,0.0,3,38.83
7.82,97.7,46.5,4.23,3.2,1,75.82
13.13,91.9,74.7,6.54,0.0,4,28.22
0.0,85.4,72.3,6.17,0.0,5,21.25
3.62,96.9,92.8,5.69,8.94,3,0.0
4.75,95.7,21.8,5.91,0.9,3,4.0
0.0,71.9,15.7,6.74,6.29,5,13.12
16.21,91.0,75.6,8.79,2.81,4,7.95
3.49,91.4,37.0,6.52,12.59,2,0.0
0.0,58.0,58.9,6.75,7.9,5,44.27
2.7,94.5,19.5,5.53,0.0,2,2.3
0.12,73.8,99.6,6.18,0.0,3,58.82
2.7,99.9,66.7,5.87,0.0,2,11.88
14.83,97.8,44.6,6.6,1.13,1,10.17
3.14,98.5,51.8,9.39,3.4,3,20.21
3.93,94.5,85.5,9.22,1.34,3,13.32
6.61,100.0,92.4,6.82,0.0,1,93.74
0.0,93.5,24.4,6.63,0.54,5,0.0
2.13,97.6,24.2,5.49,0.0,2,3.43
5.84,96.8,44.1,4.4,0.0,1,99.05
0.0,85.2,55.1,4.36,0.0,5,19.92
3.75,94.2,41.1,6.59,0.0,3,12.11
3.76,92.6,50.3,9.67,0.0,2,12.35
15.83,96.4,38.3,6.75,1.46,1,8.3
3.45,93.2,58.6,9.21,3.26,2,10.29
0.0,91.5,30.5,6.06,5.1,5,0.0
14.59,90.9,80.2,6.46,0.0,1,13.57
1.12,93.9,72.2,4.22,0.0,3,36.04
15.13,93.4,26.2,8.72,1.49,4,5.88
3.66,96.1,92.9,6.55,1.38,2,8.17
2.89,95.6,90.4,9.27,0.0,2,15.39
3.28,92.1,17.7,6.07,0.0,3,8.14
4.26,95.5,90.2,6.54,5.92,3,0.0
4.0,97.3,40.3,5.51,0.0,3,8.51
14.5,91.1,26.9,6.43,1.24,1,2.64
2.89,95.7,57.5,5.45,0.0,2,9.54
15.09,98.0,38.4,5.34,0.0,4,8.34
0.05,79.7,79.0,5.21,0.0,3,59.47
2.42,91.1,58.5,9.34,2.06,3,29.97
15.02,99.8,36.4,5.52,4.3,4,4.22
0.0,79.6,44.1,6.67,0.0,5,47.8
0.0,82.1,95.4,9.98,6.75,5,16.05
12.18,91.6,65.9,9.01,5.47,4,15.97
16.47,94.8,63.8,4.56,0.0,4,5.34
0.0,81.9,22.9,6.02,0.32,5,19.43
14.76,90.7,60.1,8.99,0.0,4,16.6
0.0,88.1,41.7,5.62,0.0,5,13.47
8.35,99.4,99.9,9.55,0.0,4,86.48
12.49,98.7,71.1,8.86,0.0,4,42.46
6.43,94.5,66.3,6.62,0.0,1,95.32
0.0,81.3,91.9,6.6,2.91,5,38.19
2.88,93.4,78.6,9.68,1.28,3,25.96
1.83,98.3,73.2,6.29,0.9,2,20.08
3.86,97.8,75.9,6.28,12.72,2,0.0
4.16,91.1,36.4,9.67,0.0,3,14.57
0.32,66.2,80.8,9.27,3.61,2,46.81
14.6,97.0,51.5,9.45,0.0,4,18.95
1.89,90.8,85.8,9.98,0.0,2,27.65
15.39,97.5,18.5,5.86,0.0,4,4.43
0.39,60.1,83.5,4.76,0.0,3,56.14
0.13,80.9,28.4,5.97,0.0,1,198.74
0.0,61.0,85.4,9.66,0.0,5,131.77
5.75,98.2,66.8,9.9,0.0,3,2.51
2.96,94.7,49.2,5.88,0.0,2,9.26
4.33,97.2,89.9,9.14,3.29,3,10.18
0.14,61.7,63.6,5.86,6.64,4,124.2
15.37,93.7,64.9,9.27,3.65,4,9.9
11.1,95.6,52.1,4.58,4.9,4,41.68
0.0,84.2,69.1,4.65,0.0,5,29.53
5.98,90.0,43.5,5.97,5.27,4,37.56
0.0,94.9,33.6,6.38,9.1,5,0.0
16.15,94.4,24.3,9.27,0.0,4,7.05
2.97,96.6,82.5,5.83,14.22,2,0.0
0.0,88.9,16.9,6.86,0.88,5,2.39
0.15,56.5,37.2,6.83,1.38,1,198.5
3.22,93.2,32.3,9.21,6.47,2,2.64
0.0,74.1,61.9,5.54,0.0,5,65.0
0.0,89.2,83.9,4.76,0.0,5,9.92
2.94,93.7,52.6,5.12,0.0,2,8.68
0.0,86.5,97.3,6.92,0.0,5,19.0
0.0,87.8,77.3,5.3,0.0,5,14.0
13.32,92.1,73.1,5.07,0.0,4,24.92
0.33,60.2,36.3,6.06,3.4,3,56.73
1.32,99.2,39.2,9.42,18.86,3,0.0
13.58,94.3,28.1,5.67,0.0,1,22.83
0.0,93.5,56.8,5.43,0.0,5,8.43
0.15,50.2,32.8,6.2,0.0,2,48.54
0.05,70.2,88.4,6.83,0.0,4,169.47
0.1,52.0,93.7,9.42,0.0,3,59.02
15.27,96.2,15.8,5.14,0.0,1,0.0
4.61,97.4,17.1,6.39,4.92,2,0.0
3.5,94.8,19.2,5.4,0.0,3,6.7
3.28,92.2,75.6,5.26,19.18,2,0.0
0.0,87.1,49.9,6.34,1.75,5,15.25
17.96,93.0,57.4,5.98,2.19,1,6.79
2.46,98.9,91.2,6.2,19.66,2,0.0
0.0,95.1,86.2,5.14,0.0,5,8.14
3.09,92.7,48.9,5.35,9.13,2,0.0
0.0,60.3,72.3,5.74,0.0,5,111.64
11.97,93.9,87.9,6.94,3.93,1,36.33
5.49,96.9,69.3,9.19,0.0,3,5.07
0.0,78.5,22.2,6.72,4.34,5,23.0
0.0,88.7,96.2,6.64,9.56,5,0.0
16.26,99.4,33.4,9.59,0.0,4,7.38
1.57,98.2,65.4,6.01,0.0,3,33.33
3.28,91.6,96.0,5.65,0.0,2,8.65
3.53,91.7,78.4,6.35,9.73,3,0.0
1.39,95.6,80.2,9.42,15.1,3,0.0
3.23,93.3,73.6,4.12,1.98,3,12.85
17.0,99.8,52.1,4.27,0.0,1,7.27
15.07,91.6,49.3,5.14,6.33,4,0.0
0.06,63.0,59.9,9.91,0.0,4,169.35
17.26,92.3,21.1,6.78,0.0,1,0.0
0.32,55.4,84.0,5.79,0.0,2,46.79
1.57,97.6,34.6,6.16,0.19,2,23.25
17.13,94.6,81.6,6.42,15.17,4,0.0
0.0,87.7,77.7,4.29,0.0,5,13.15
0.22,80.5,61.2,6.74,0.0,1,197.81
1.82,96.1,51.9,5.89,4.12,3,26.55
15.2,99.7,59.3,6.45,0.0,1,9.45
15.52,92.6,46.4,6.22,0.0,1,9.22
16.17,92.3,54.1,8.66,0.63,4,8.25
0.0,54.3,74.6,6.49,0.0,5,133.03
12.04,95.2,82.9,5.98,13.98,4,0.0
17.44,97.6,83.9,6.32,0.0,1,9.32
1.84,90.8,63.1,8.75,0.0,2,26.82
0.0,87.1,86.4,8.57,9.44,5,4.4
2.79,92.4,79.3,6.36,0.0,3,21.48
14.42,92.7,98.6,5.99,0.0,4,14.74
15.78,90.4,58.9,5.72,0.0,1,8.72
15.77,90.1,37.1,6.25,4.09,1,5.15
3.55,99.6,71.2,4.02,0.0,2,7.02
0.3,71.3,32.3,5.05,3.79,1,196.96
0.0,90.5,29.7,6.94,0.0,5,9.94
0.36,69.7,25.1,9.11,0.0,4,166.39
1.48,95.1,80.0,6.84,6.82,3,11.27
4.52,90.5,57.8,4.04,0.0,3,7.04
1.12,91.1,53.2,6.88,0.0,2,28.68
4.53,97.7,86.5,9.14,8.13,3,0.0
0.1,50.6,22.9,9.6,8.24,3,47.75
12.98,96.2,56.1,5.42,0.0,1,28.6
0.0,90.7,32.4,5.61,0.0,5,8.61
3.32,92.4,94.8,9.56,0.0,3,22.32
3.61,99.7,65.7,8.94,9.89,3,2.74
4.02,93.6,40.0,6.77,12.17,2,0.0
3.32,93.5,69.1,9.43,0.0,2,14.3
0.0,95.3,31.1,6.48,2.62,5,6.86
0.0,84.6,92.2,5.62,16.47,5,0.0
6.49,95.2,92.0,8.84,13.05,4,0.0
0.24,62.9,71.1,6.56,18.87,2,0.0
5.81,95.2,60.4,8.59,0.0,4,111.91
0.0,85.2,80.3,6.93,2.08,5,20.25
0.0,79.4,56.5,5.25,0.0,5,46.62
0.0,85.8,72.7,9.15,2.87,5,23.29
11.35,93.5,72.7,5.71,0.0,1,45.2
0.37,72.2,94.7,6.74,0.0,2,46.33
0.0,89.5,75.2,5.51,0.0,5,9.71
2.57,95.6,29.9,4.03,0.0,2,11.35
0.0,96.5,25.6,6.66,0.0,5,0.0
14.95,96.1,45.4,5.47,0.0,1,8.95
4.49,91.3,15.7,4.72,0.0,2,0.0
0.29,65.0,89.0,6.68,1.41,1,197.08
1.73,94.8,79.5,9.73,15.95,2,0.0
15.88,92.9,89.3,5.07,0.0,4,8.07
0.0,75.1,93.3,6.56,16.62,5,0.0
3.95,94.7,57.1,9.33,6.15,3,3.08
0.0,91.9,31.5,5.65,3.41,5,5.23
4.15,99.3,85.7,5.05,0.81,2,7.24
0.09,67.4,16.1,5.87,3.82,1,147.5
0.37,76.6,74.0,6.72,2.45,1,196.25
4.89,94.7,26.7,8.94,3.02,3,5.13
0.0,69.4,29.2,6.99,0.0,5,82.67
0.0,90.0,91.9,8.82,13.71,5,0.0
3.67,94.0,88.1,6.03,9.37,3,0.0
4.77,94.1,73.0,5.41,0.0,2,2.26
0.38,64.0,90.2,9.11,0.0,3,56.25
16.47,95.6,29.2,5.82,3.72,4,5.1
1.31,98.9,73.4,8.62,0.0,3,44.32
12.72,90.7,15.0,5.8,8.64,1,0.0
4.26,92.3,22.4,5.27,4.53,3,0.0
0.31,66.6,37.1,6.89,0.0,1,196.86
15.88,94.0,33.0,4.71,3.04,1,4.67
0.0,91.8,33.4,6.76,10.58,5,0.0
7.71,98.6,73.8,4.97,0.0,4,80.84
16.6,94.3,55.0,6.75,0.0,4,3.99
0.09,59.1,87.7,5.8,4.53,1,199.09
2.73,99.3,22.3,6.9,0.0,2,2.51
13.22,97.0,43.9,5.03,2.05,1,23.8
12.58,97.2,20.1,6.37,0.0,1,6.72
0.02,60.8,86.4,6.43,0.2,4,169.79
1.53,90.6,25.8,6.67,7.68,2,0.0
6.73,98.7,21.8,5.38,0.0,1,18.21
13.09,92.4,22.2,5.0,3.8,4,11.65
0.0,92.1,80.2,5.06,0.0,5,8.06
0.28,81.6,73.5,9.27,9.73,2,40.29
10.23,94.4,82.5,5.43,0.0,1,56.12
16.77,100.0,34.4,5.67,12.65,1,0.0
14.61,98.3,68.8,5.0,0.0,4,11.95
17.98,92.6,86.3,5.04,0.0,1,8.04
12.57,92.8,87.6,6.77,3.88,4,30.22
4.98,96.6,83.5,9.29,0.0,3,10.24
4.92,92.5,33.6,6.4,7.04,2,0.0
1.83,96.2,77.2,8.87,4.75,2,21.67
1.38,100.0,47.8,6.31,0.0,2,25.53
5.72,93.0,44.4,8.73,0.0,3,2.81
4.71,91.3,20.2,5.92,1.45,2,0.0
0.0,94.4,94.7,4.67,0.0,5,7.67
0.0,88.6,82.1,6.57,0.0,5,13.33
4.02,94.7,86.9,5.22,0.0,2,8.22
2.14,94.6,26.4,5.83,0.32,2,3.42
5.67,95.7,80.6,8.59,2.39,3,3.26
0.0,84.6,89.5,5.62,2.72,5,26.09
14.14,96.0,55.1,5.54,13.94,1,0.0
0.0,91.9,26.1,6.22,0.0,5,0.0
0.0,86.2,41.7,5.01,3.89,5,13.91
4.58,91.0,70.6,9.59,4.61,3,9.18
0.0,92.0,94.0,6.8,0.0,5,9.8
16.86,99.7,86.7,6.63,0.0,4,0.0
3.34,98.6,33.1,8.96,2.9,3,17.99
0.0,88.4,41.2,9.1,0.0,5,18.73
12.02,94.8,74.7,4.76,0.0,1,37.51
0.0,73.4,93.9,6.01,2.76,5,64.1
0.0,92.7,31.8,6.19,0.0,5,9.19
8.11,90.6,91.2,6.81,0.0,4,78.74
14.12,97.4,93.8,4.42,0.0,4,16.21
0.0,54.0,45.9,6.54,0.0,5,134.03
12.68,92.7,94.7,9.91,0.0,4,41.5
14.11,90.1,70.4,8.72,18.42,4,0.0
2.49,93.2,88.9,6.98,9.85,2,2.09
0.0,95.5,37.7,5.54,0.0,5,8.54
16.45,96.2,46.2,9.13,3.41,4,5.48
3.57,97.5,85.6,6.62,0.0,3,13.91
3.56,94.0,88.9,6.32,1.65,2,7.67
0.0,87.0,50.6,9.59,5.18,5,6.95
5.88,98.5,46.4,6.5,0.7,3,0.0
4.61,92.3,74.9,8.74,0.0,2,3.86
15.8,97.2,65.0,5.02,5.38,4,0.0
0.16,64.2,75.1,6.58,14.19,4,0.0
0.0,76.4,82.6,9.35,0.0,5,71.33
0.32,53.9,37.0,5.9,2.44,1,196.79
0.02,61.3,38.1,5.99,0.0,3,59.79
4.5,94.4,18.8,6.54,19.38,3,0.0
17.46,97.8,50.2,9.38,3.77,4,0.0
15.05,91.4,47.9,9.0,0.0,4,13.8
19.01,92.1,93.7,5.77,0.19,1,8.59
1.54,93.1,92.4,6.96,6.5,2,7.24
4.75,93.3,58.9,6.48,0.0,3,9.48
0.32,79.0,35.5,5.77,5.59,4,101.22
3.52,93.3,94.3,6.27,0.0,3,14.05
0.0,58.7,38.3,6.61,0.0,5,118.17
0.0,63.1,85.9,5.68,15.28,5,0.0
12.05,99.2,87.0,9.44,0.0,4,48.22
0.0,60.8,43.6,6.65,0.0,2,50.0
9.29,92.5,17.2,5.94,7.12,1,4.71
4.19,90.3,89.4,6.39,0.0,3,9.39
0.0,50.4,85.1,4.97,0.0,5,144.35
3.23,95.6,57.2,9.43,4.31,3,18.24
2.24,94.3,17.9,4.71,0.0,2,3.05
2.47,98.3,96.2,6.39,2.69,2,11.96
17.98,98.4,97.5,6.26,4.28,1,4.98
2.76,96.5,31.8,6.09,0.0,2,11.44
17.82,94.6,98.7,4.39,6.1,4,0.0
0.13,64.6,54.4,5.73,0.0,1,198.68
0.0,93.1,43.1,5.29,3.05,5,5.24
2.46,99.0,59.0,9.89,1.62,3,30.72
15.95,90.0,23.5,8.53,0.0,4,6.63
17.43,98.6,61.9,5.03,3.28,4,0.0
3.27,95.8,65.0,9.48,11.56,3,0.0
9.94,91.5,54.0,6.32,3.05,1,56.83
0.0,71.9,84.6,5.62,0.0,5,72.27
4.2,96.4,28.9,5.15,14.9,2,0.0
0.0,86.2,51.6,5.12,0.0,5,18.11
14.37,98.7,28.5,6.38,0.0,4,15.71
0.38,81.9,24.6,9.43,0.0,4,146.87
2.64,99.6,37.1,6.32,0.19,2,12.75
11.1,98.5,19.0,6.32,8.63,4,7.94
18.16,92.2,46.6,6.34,3.83,1,5.51
16.19,95.2,85.3,6.1,5.96,1,0.0
0.1,62.2,61.0,5.41,0.0,1,198.99
1.07,92.5,23.8,6.18,0.75,2,5.54
16.21,90.1,92.8,5.67,0.0,4,7.86
0.0,81.2,34.6,8.57,0.0,3,59.96
0.21,81.6,83.3,6.67,0.0,2,47.92
5.03,97.6,83.6,6.67,0.0,3,9.67
2.49,90.3,16.1,6.42,3.01,2,2.31
11.11,93.9,67.4,9.0,0.0,4,58.54
15.12,99.5,44.6,5.64,2.9,1,5.75
0.0,90.9,75.5,6.21,7.79,5,0.0
0.27,69.0,37.3,6.67,16.07,3,0.0
19.37,93.3,46.4,5.17,2.63,1,5.54
3.44,96.2,54.3,5.62,3.21,3,10.97
17.98,97.2,40.0,6.59,8.75,1,0.0
3.49,94.8,72.3,6.61,0.0,2,9.61
4.79,98.4,75.9,9.76,0.0,3,12.05
0.0,58.1,38.1,6.63,0.0,5,120.5
15.85,90.1,78.7,8.92,0.0,4,11.47
3.16,90.5,56.7,5.48,8.82,2,0.0
14.26,99.3,74.7,6.41,3.86,1,12.91
0.0,91.2,58.9,6.34,4.12,5,5.23
16.49,93.6,62.8,6.05,0.0,1,9.05
0.0,87.4,88.9,5.48,0.0,5,15.34
4.78,93.6,35.7,6.79,0.0,3,9.79
3.13,96.3,97.1,5.68,5.16,2,0.0
0.0,59.9,66.7,5.14,11.44,5,0.0
1.89,99.1,36.2,9.85,0.0,3,39.03
0.1,76.3,35.4,6.09,0.0,1,199.03
3.33,93.4,55.8,8.86,0.0,3,21.36
0.0,85.3,21.3,5.94,2.81,5,3.67
0.14,79.8,66.4,9.47,0.0,2,48.63
4.76,99.3,95.8,5.91,0.0,3,8.91
0.0,89.6,61.2,5.18,5.24,5,0.0
7.87,90.3,56.0,6.16,0.0,1,80.5
15.7,95.8,65.2,5.85,0.0,1,8.85
4.71,95.2,28.2,5.3,0.0,3,8.3
0.0,87.0,50.3,6.92,5.48,5,4.89
7.54,99.9,82.5,4.58,0.0,4,82.22
0.0,89.5,70.4,5.68,0.0,5,10.1
5.58,97.7,83.7,5.85,6.69,4,38.53
18.26,97.8,40.2,5.97,0.0,1,8.97
16.49,93.3,18.5,9.96,0.0,4,5.12
0.0,95.4,56.8,6.43,0.0,5,9.43
2.47,99.3,42.9,5.99,15.52,2,0.0
0.0,87.2,43.0,9.43,0.0,5,22.69
13.59,93.6,34.2,9.73,0.0,4,30.85
0.0,95.1,63.2,6.33,6.51,5,0.0
0.0,83.2,38.3,6.63,0.0,5,35.64
17.48,90.8,97.2,5.04,0.11,1,7.93
7.18,97.0,21.9,5.83,3.61,4,41.7
4.13,91.4,31.2,9.72,0.0,3,14.63
0.0,86.4,66.6,5.2,0.0,5,17.56
0.0,91.5,72.8,5.09,0.0,5,8.09
